dataset,key_id,key_mass,delta_k,mean_S_u1,within_key_cov,per_key_auc
n4q29d43,74,268435456,0.0101470947266,0.258351293103,9.2235104791e-05,0.498002835123
n4q29d43,75,268435456,0.0008544921875,0.244612068966,3.24906974003e-05,0.652832926084
n4q29d43,76,268435456,0.0156898498535,0.219558189655,-1.51919907537e-05,0.513239601331
n4q29d43,77,268435456,0,0.252828663793,0,
n4q29d43,78,268435456,0.004150390625,0.25356950431,0.000175656943486,0.747049765297
n4q29d43,79,268435456,0.00768327713013,0.249595905172,0.00038485402434,0.640923093547
n4q29d43,80,268435456,0.0105285644531,0.238820043103,0.000476948146162,0.666001098701
n4q29d43,81,268435456,0.0219160020351,0.245285560345,0.000137419122721,0.511137485064
n4q29d43,82,268435456,0.0001220703125,0.252020474138,9.22433261214e-06,0.659237272616
n4q29d43,83,268435456,0.00390625,0.248855064655,0.000139170679553,0.568207624847
n4q29d43,84,268435456,0.0020751953125,0.255118534483,-0.000110330252812,0.28523385501
n4q29d43,85,268435456,0.00469970703125,0.252491918103,9.72994442644e-06,0.449521319424
n4q29d43,86,268435456,0.0061502456665,0.233162715517,-4.57746972298e-05,0.478136293189
n4q29d43,87,268435456,0.00402069091797,0.251549030172,0.000113671709751,0.557215339313
n4q29d43,88,268435456,0,0.254781788793,0,
n4q29d43,89,268435456,0.0205800533295,0.250134698276,0.000892711642744,0.685515822554
n4q29d43,90,268435456,0,0.218278556034,0,
n4q29d43,91,268435456,0.00054931640625,0.237405711207,2.67809834974e-05,0.78106870229
n4q29d43,92,268435456,0.0029296875,0.235924030172,0.00031905338682,0.904693493919
n4q29d43,93,268435456,0.0029296875,0.227303340517,0.00026064905627,0.809153288749
n4q29d43,94,268435456,0.0121713876724,0.254108297414,-1.90842848528e-05,0.43723320908
n4q29d43,95,268435456,0.0054931640625,0.253771551724,-0.00013436942265,0.402566640072
n4q29d43,96,268435456,0.0128936767578,0.250538793103,-0.000314622089781,0.398736743878
n4q29d43,97,268435456,0.0115756988525,0.258351293103,0.000124107660918,0.497938379206
n4q29d43,98,268435456,0.002685546875,0.252761314655,7.30876264901e-05,0.655081993435
n4q29d43,99,268435456,0.00503587722778,0.253098060345,9.21061969009e-05,0.558366121961
n4q29d43,100,268435456,0.00048828125,0.247306034483,3.42007341056e-06,0.565351925073
n4q29d43,101,268435456,0.027859210968,0.25161637931,0.00114085062824,0.679540678215
n4q29d43,102,268435456,0.0109062194824,0.251549030172,2.48209669672e-05,0.496580808972
n4q29d43,103,268435456,0,0.254445043103,0,
n4q29d43,104,268435456,0.007568359375,0.239156788793,0.000256225980561,0.650339989287
n4q29d43,105,268435456,0.0003662109375,0.253771551724,-1.45353119949e-05,0.220014399398
n4q29d43,106,268435456,0.0279846191406,0.254849137931,-0.000589781794055,0.364956827502
n4q29d43,107,268435456,0,0.233836206897,0,
n4q29d43,108,268435456,0.0146827697754,0.249461206897,0.000560733778723,0.641276377063
n4q29d43,109,268435456,0.00341796875,0.25,-0.000157849542026,0.236548359085
n4q29d43,110,268435456,0,0.235856681034,0,
n4q29d43,111,268435456,0,0.233028017241,0,
n4q29d43,112,268435456,0.000732421875,0.169989224138,1.77580734779e-06,0.549917542145
n4q29d43,113,268435456,0.023649930954,0.248989762931,-0.000344548936419,0.444659053386
n4q29d43,114,268435456,0,0.252828663793,0,
n4q29d43,115,268435456,0.0069580078125,0.251481681034,0.000461397499874,0.759893760985
n4q29d43,116,268435456,0.0064697265625,0.251549030172,-2.21893705171e-05,0.456722393577
n4q29d43,117,268435456,0.00890970230103,0.258418642241,0.000508123141681,0.679414229226
n4q29d43,118,268435456,0.00668239593506,0.251751077586,4.4384521657e-05,0.525215167371
n4q29d43,119,268435456,0.00439453125,0.241918103448,7.44523673222e-05,0.531198912866
n4q29d43,120,268435456,0,0.250538793103,0,
n4q29d43,121,268435456,0.0050048828125,0.25,0.000154166386045,0.531440104611
n4q29d43,122,268435456,0.001708984375,0.257677801724,3.60751974172e-05,0.600939912832
n4q29d43,123,268435456,0.001220703125,0.251144935345,-6.29589475434e-05,0.337594720117
n4q29d43,124,268435456,0.0065746307373,0.251077586207,0.000329101907796,0.712413142869
