dataset,statistic,curve_or_frozen,target_s,threshold,selection_probability,actual_selection_cost_bits,baseline_failure_probability,conditional_failure_probability,amplification,gain_bits,gain_ci_low,gain_ci_high,bootstrap_valid_replicates,bootstrap_zero_support_replicates,bootstrap_zero_support_fraction,support_status
n4q29d43,S_C,curve,NA,-0.0419198597120998,0.95141976591548882,0.071846097028620021,0.0056098138447850943,0.005642915061403248,1.0059005909169205,0.0084877364778287601,NA,NA,NA,NA,NA,exact-curve
n4q29d43,S_C,curve,NA,-0.041925331790430287,0.95179569319589064,0.071276168461018918,0.0056098138447850943,0.00564254182261331,1.005834057730568,0.00839230928209511,NA,NA,NA,NA,NA,exact-curve
n4q29d43,S_C,curve,NA,-0.042017124072830717,0.95181037409929559,0.071253915887965702,0.0056098138447850943,0.0056424547909800036,1.005818543555639,0.0083700567090418711,NA,NA,NA,NA,NA,exact-curve
n4q29d43,S_C,curve,NA,-0.042022596151161218,0.9522574633883778,0.070576404825230962,0.0056098138447850943,0.0056422016480874981,1.0057734185480167,0.0083053302377155032,NA,NA,NA,NA,NA,exact-curve
n4q29d43,S_C,curve,NA,-0.042119860511892121,0.95258561582886614,0.0700793309104326,0.0056098138447850943,0.005641086876561863,1.0055747004521087,0.0080202581413181089,NA,NA,NA,NA,NA,exact-curve
n4q29d43,S_C,curve,NA,-0.042217124872622996,0.95264845507335849,0.069984163741400957,0.0056098138447850943,0.0056412597341247671,1.0056055138743873,0.0080644653895805898,NA,NA,NA,NA,NA,exact-curve
n4q29d43,S_C,curve,NA,-0.042222596950953484,0.95277208273182623,0.069796953614817733,0.0056098138447850943,0.0056408119526449134,1.0055256927800973,0.0079499452662092004,NA,NA,NA,NA,NA,exact-curve
n4q29d43,S_C,curve,NA,-0.042319861311684415,0.95296353110461496,0.069507090092372784,0.0056098138447850943,0.0056400686033489444,1.0053931840522614,0.007759813593566936,NA,NA,NA,NA,NA,exact-curve
n4q29d43,S_C,curve,NA,-0.04241712567241529,0.95315651636337861,0.069214958568858148,0.0056098138447850943,0.0056397995711497595,1.0053452266321707,0.0076909951617071598,NA,NA,NA,NA,NA,exact-curve
n4q29d43,S_C,curve,NA,-0.042514390033146179,0.95316745067248121,0.069198408524069527,0.0056098138447850943,0.0056397348739008722,1.0053336937630457,0.0076744451169184925,NA,NA,NA,NA,NA,exact-curve
n4q29d43,S_C,curve,NA,-0.042519862111476681,0.95325564345694147,0.06906492787828257,0.0056098138447850943,0.005639908931593508,1.0053647211192918,0.0077189699573026165,NA,NA,NA,NA,NA,exact-curve
