dataset,statistic,public_or_diagnostic,E0_orientation,auc,auc_ci_low,auc_ci_high,auc_minus_baseline,auc_minus_baseline_ci_low,auc_minus_baseline_ci_high,auc_retained_fraction,margin_rank_correlation,margin_corr_ci_low,margin_corr_ci_high,degenerate_on_e0
n4q19d43,B_v_mean,public,1,0.49734463510209875,0.49308103070363246,0.50129823289060604,-0.03593927279592507,-0.046741671024526754,-0.026227648104341417,-0.079779240647968042,0.0089709994492912452,0.0025464984620221696,0.015666839640535099,False
n4q19d43,B_sum,public,-1,0.56790017524182168,0.55344937128736293,0.58188021974494986,0.034616267343797857,0.019389570864863148,0.049001552719317831,2.0400301385839712,-0.12000017699457899,-0.13869599266076921,-0.10330251124801652,False
n4q19d43,B_u_low_1_4,public,1,0.56262271618849868,0.54809675825827109,0.57646335808438065,0.02933880829047486,0.013825973669239544,0.04414810328732488,1.8814712617389739,-0.11817854385011481,-0.13787341163484426,-0.1002204604838077,True
n4q19d43,B_v_low_1_4,public,1,0.5,0.5,0.5,-0.033283907898023823,-0.041252141646864748,-0.026002898885451153,0,NA,NA,NA,True
n4q19d43,B_sum_low_1_4,public,1,0.56262271618849868,0.54809675825827109,0.57646335808438065,0.02933880829047486,0.013825973669239544,0.04414810328732488,1.8814712617389739,-0.11817854385011481,-0.13787341163484426,-0.1002204604838077,True
n4q19d43,B_u_low_3_8,public,1,0.53565104410920705,0.52220658083849381,0.54857742227492901,0.0023671362111832295,-0.013106656063465616,0.016871098661926154,1.0711195397618491,-0.07320496124805409,-0.091163351366739337,-0.056897981588834863,False
n4q19d43,B_v_low_3_8,public,1,0.48238919669284364,0.47579904240294491,0.48873616576042128,-0.050894711205180188,-0.062025709584263067,-0.040521824040198828,-0.52910864196334273,0.035329906986821029,0.023334207000014411,0.047236371440652673,True
n4q19d43,B_sum_low_3_8,public,1,0.51329007358193168,0.50238612353588263,0.52349285141054702,-0.019993834316092141,-0.033587677400004123,-0.0072527890090101632,0.39929426624572406,-0.028713548827803925,-0.043636988090631955,-0.013975409612659062,False
n4q19d43,C_u,public,-1,0.50915753775337147,0.49973805424860024,0.51869968556076251,-0.024126370144652354,-0.034887928564559911,-0.013441052602430559,0.27513409126802635,-0.068758546917233473,-0.082924216731162362,-0.05589757984260163,False
n4q19d43,C_v,public,-1,0.53667489757325648,0.5265251123654171,0.5479956699641847,0.0033909896752326585,-0.0047969574944504156,0.011930645124580641,1.1018807552773571,-0.12792524331393312,-0.16266642691243607,-0.097132360445760443,False
n4q19d43,C_sum,public,-1,0.52835579438414093,0.51686744060189205,0.5406843311936208,-0.0049281135138828924,-0.014480994731093988,0.0050349382455651126,0.85193705231423589,-0.116324897680784,-0.14873846378761005,-0.087548336500060608,False
n4q19d43,S_C,public-secondary,1,0.47800704664138061,0.45822724359432138,0.49667904418178832,-0.055276861256643217,-0.079643051473747561,-0.032215524236870352,-0.66076836367898939,0.095295213320920766,0.061627689670794086,0.13155376938320057,False
