key_id,su1_numerator,minimum_margin,Nz,Ez
0,65,3,24657002496,0
0,65,4,38285111808,0
0,65,5,17819146368,0
0,65,6,3937465728,0
0,66,-3,155189248,155189248
0,66,-2,1929379840,1929379840
0,66,-1,2522873856,2522873856
0,66,1,7826571264,0
0,66,2,34300428288,0
0,66,3,45589708800,0
0,66,4,54625969152,0
0,66,5,64917904896,0
0,66,6,4530580992,0
0,66,7,564350976,0
0,67,-3,591396864,591396864
0,67,-2,1182793728,1182793728
0,67,-1,2950692864,2950692864
0,67,1,4718592000,0
0,67,2,21481390080,0
0,67,3,29684219904,0
0,67,4,45759762432,0
0,67,5,21918809088,0
0,67,6,3755372544,0
0,67,7,329204736,0
0,68,-3,197132288,197132288
0,68,-2,1159725056,1159725056
0,68,-1,1749024768,1749024768
0,68,1,6618611712,0
0,68,2,28403761152,0
0,68,3,34239135744,0
0,68,4,27870031872,0
0,68,5,43826904576,0
0,68,6,1443101184,0
0,68,7,219469824,0
0,69,-3,320864256,320864256
0,69,-2,641728512,641728512
0,69,-1,2264924160,2264924160
0,69,1,3888119808,0
0,69,2,18357682176,0
0,69,3,18740477952,0
0,69,4,28709130240,0
0,69,5,8026698240,0
0,69,6,1493614080,0
0,70,-3,106954752,106954752
0,70,-2,276824064,276824064
0,70,-1,817889280,817889280
0,70,1,3535798272,0
0,70,2,12270698496,0
0,70,3,14002716672,0
0,70,4,8654635008,0
0,70,5,10252666368,0
0,70,6,514128384,0
0,71,-3,56623104,56623104
0,71,-2,113246208,113246208
0,71,-1,1019215872,1019215872
0,71,1,1925185536,0
0,71,2,7099121664,0
0,71,3,6202884096,0
0,71,4,4159475712,0
0,71,5,3611091456,0
0,71,6,274337280,0
0,72,-3,18874368,18874368
0,72,-2,18874368,18874368
0,72,-1,320864256,320864256
0,72,1,830472192,0
0,72,2,2682519552,0
0,72,3,2158755840,0
0,72,4,1343029248,0
0,72,5,707180544,0
0,72,6,73156608,0
0,73,-1,169869312,169869312
0,73,1,339738624,0
0,73,2,934281216,0
0,73,3,828112896,0
0,73,4,250822656,0
0,73,5,195084288,0
0,74,-1,56623104,56623104
0,74,1,56623104,0
0,74,2,254803968,0
0,74,4,84934656,0
1,35,4,1748435328,0
1,35,5,59439744,0
1,35,7,4064256,0
1,36,4,5474350080,0
1,36,5,525990528,0
1,36,6,38683008,0
1,36,7,774144,0
1,37,2,2647130112,0
1,37,3,4364697600,0
1,37,4,8637921792,0
1,37,5,1673313408,0
1,37,6,192350592,0
1,38,2,6808928256,0
1,38,3,16266559488,0
1,38,4,21762288000,0
1,38,5,6712939680,0
1,38,6,794089632,0
1,38,7,108864,0
1,39,-1,452984832,452984832
1,39,1,37748736,0
1,39,2,17809661952,0
1,39,3,21195497472,0
1,39,4,19077739200,0
1,39,5,5852868864,0
1,39,6,1002355200,0
1,39,7,2286144,0
1,40,-1,490733568,490733568
1,40,1,1145044992,0
1,40,2,32459685888,0
1,40,3,73781092352,0
1,40,4,35784560512,0
1,40,5,19283827360,0
1,40,6,2768379744,0
1,40,7,45569664,0
1,41,-1,2189426688,2189426688
1,41,1,640155648,0
1,41,2,44600598528,0
1,41,3,37241880576,0
1,41,4,27201818880,0
1,41,5,8353096608,0
1,41,6,1163792736,0
1,41,7,9165312,0
1,42,-1,2164260864,2164260864
1,42,1,5631901696,0
1,42,2,51128885248,0
1,42,3,114395161600,0
1,42,4,43706612032,0
1,42,5,19436549344,0
1,42,6,2444027052,0
1,42,7,158004,0
1,43,-1,2923167744,2923167744
1,43,1,2434007040,0
1,43,2,52758921216,0
1,43,3,31233727488,0
1,43,4,25549274112,0
1,43,5,5676961248,0
1,43,6,822668904,0
1,43,7,1207224,0
1,44,-1,2283012096,2283012096
1,44,1,7778074624,0
1,44,2,38783336448,0
1,44,3,71310495744,0
1,44,4,32284267904,0
1,44,5,12190619104,0
1,44,6,1129051872,0
1,44,7,36288,0
1,45,-1,1427374080,1427374080
1,45,1,2984116224,0
1,45,2,32592347136,0
1,45,3,14391816192,0
1,45,4,14543410176,0
1,45,5,3229803072,0
1,45,6,338097024,0
1,45,7,1041984,0
1,46,-1,651952128,651952128
1,46,1,4331667456,0
1,46,2,19327807488,0
1,46,3,16628299776,0
1,46,4,13184832768,0
1,46,5,4711799424,0
1,46,6,296834400,0
1,46,7,6492960,0
1,47,-1,226492416,226492416
1,47,1,1831993344,0
1,47,2,16309260288,0
1,47,3,14268870144,0
1,47,4,11598691968,0
1,47,5,6008172192,0
1,47,6,338752800,0
1,47,7,1073088,0
1,48,-1,37748736,37748736
1,48,1,1576009728,0
1,48,2,16457637888,0
1,48,3,14915782656,0
1,48,4,15744029184,0
1,48,5,6021872640,0
1,48,6,347989824,0
1,48,7,12083904,0
1,49,1,2697461760,0
1,49,2,16042506240,0
1,49,3,46551214080,0
1,49,4,24532266240,0
1,49,5,15413478912,0
1,49,6,1842837696,0
